"Skill","Case","Board","Visual / 40","Interaction / 40","Usability / 20","Total / 100","Pass","Score basis","Final version verified","Notes"
"game-ui-frontend","半写实真人","ending","32","36","18","86","true","pre-acceptance-snapshot","false","已评审快照：完成提示、其它结局及推荐框的金属夹和纸面结构被简化。 / 手机采用横向可滚动的固定比例场景，字号可读，但部分问题、选项或详情需要横向平移才能同时查看。 / 最终接收版：接收版调整了方向键焦点过滤，删除了未被当前分支使用的旧素材；未追加浏览器验收。 / 最终接收版：接收版附带候选自检记录：155 项中 6 个手机 Ending 弹窗断言失败。属于候选报告，未独立重跑，未据此虚构新的验证结论。"
"game-ui-frontend","国漫3D","menu","39","40","20","99","true","pre-acceptance-snapshot","false","已评审快照：右侧青瓷菜单完整可见，位置和比例接近原图。 / 最终接收版：接收版调整了方向键焦点过滤，删除了未被当前分支使用的旧素材；未追加浏览器验收。"
"game-ui-frontend","国漫3D","choice","39","39","18","96","true","pre-acceptance-snapshot","false","已评审快照：青瓷问题条与两组选项接近，点击后的返回和继续流程可用。 / 手机采用横向可滚动的固定比例场景，字号可读，但部分问题、选项或详情需要横向平移才能同时查看。 / 最终接收版：接收版调整了方向键焦点过滤，删除了未被当前分支使用的旧素材；未追加浏览器验收。 / 最终接收版：c04/c05 的选中图片已更改；保留旧快照分数，不凭代码推测改善幅度。"
"game-ui-frontend","国漫3D","route","36","36","18","90","true","pre-acceptance-snapshot","false","已评审快照：节点与首图完整，但选中印记、箭头和连线端点比例有差异。 / 手机采用横向可滚动的固定比例场景，字号可读，但部分问题、选项或详情需要横向平移才能同时查看。 / 最终接收版：接收版调整了方向键焦点过滤，删除了未被当前分支使用的旧素材；未追加浏览器验收。"
"game-ui-frontend","国漫3D","character","38","34","18","90","true","pre-acceptance-snapshot","false","已评审快照：独立角色卡和展开页接近原图，部分字体及间距有偏差。 / 已评审快照：鼠标点击收起后，角色会重新展开；Esc 可以收起。所有角色悬停及手机选择可以触发。 / 手机采用横向可滚动的固定比例场景，字号可读，但部分问题、选项或详情需要横向平移才能同时查看。 / 最终接收版：接收版调整了方向键焦点过滤，删除了未被当前分支使用的旧素材；未追加浏览器验收。 / 最终接收版：接收版把 focus 放在收起之前，旧快照的焦点重新展开路径已改变；鼠标布局变化的影响未复测，旧扣分不能视为最终版故障确认。"
"game-ui-frontend","国漫3D","ending","39","39","18","96","true","pre-acceptance-snapshot","false","已评审快照：完成横幅、其它结局和推荐卡接近原图，推荐弹窗及返回可用。 / 手机采用横向可滚动的固定比例场景，字号可读，但部分问题、选项或详情需要横向平移才能同时查看。 / 最终接收版：接收版调整了方向键焦点过滤，删除了未被当前分支使用的旧素材；未追加浏览器验收。 / 最终接收版：接收版附带候选自检记录：155 项中 6 个手机 Ending 弹窗断言失败。属于候选报告，未独立重跑，未据此虚构新的验证结论。"
"game-ui-frontend","复古港风","menu","39","40","20","99","true","pre-acceptance-snapshot","false","已评审快照：右侧磁带票签菜单完整可见，三项导航可用。 / 最终接收版：接收版调整了方向键焦点过滤，删除了未被当前分支使用的旧素材；未追加浏览器验收。"
"game-ui-frontend","复古港风","choice","39","39","18","96","true","pre-acceptance-snapshot","false","已评审快照：底部问题条和斜角选项接近原图，选择流程完整。 / 手机采用横向可滚动的固定比例场景，字号可读，但部分问题、选项或详情需要横向平移才能同时查看。 / 最终接收版：接收版调整了方向键焦点过滤，删除了未被当前分支使用的旧素材；未追加浏览器验收。 / 最终接收版：c04/c05 的选中图片已更改；保留旧快照分数，不凭代码推测改善幅度。"
"game-ui-frontend","复古港风","route","36","36","18","90","true","pre-acceptance-snapshot","false","已评审快照：节点、首图和分支齐全，但选中框体色调、状态灯及连线端点比例不同。 / 手机采用横向可滚动的固定比例场景，字号可读，但部分问题、选项或详情需要横向平移才能同时查看。 / 最终接收版：接收版调整了方向键焦点过滤，删除了未被当前分支使用的旧素材；未追加浏览器验收。"
"game-ui-frontend","复古港风","character","38","34","18","90","true","pre-acceptance-snapshot","false","已评审快照：书页展开与人物卡接近原图，文字和间距略有差异。 / 已评审快照：鼠标点击收起后，角色会重新展开；Esc 可以收起。所有角色悬停及手机选择可以触发。 / 手机采用横向可滚动的固定比例场景，字号可读，但部分问题、选项或详情需要横向平移才能同时查看。 / 最终接收版：接收版调整了方向键焦点过滤，删除了未被当前分支使用的旧素材；未追加浏览器验收。 / 最终接收版：接收版把 focus 放在收起之前，旧快照的焦点重新展开路径已改变；鼠标布局变化的影响未复测，旧扣分不能视为最终版故障确认。"
"game-ui-frontend","复古港风","ending","39","39","18","96","true","pre-acceptance-snapshot","false","已评审快照：完成横幅和三张推荐卡接近原图，推荐与其它结局入口可用。 / 手机采用横向可滚动的固定比例场景，字号可读，但部分问题、选项或详情需要横向平移才能同时查看。 / 最终接收版：接收版调整了方向键焦点过滤，删除了未被当前分支使用的旧素材；未追加浏览器验收。 / 最终接收版：接收版附带候选自检记录：155 项中 6 个手机 Ending 弹窗断言失败。属于候选报告，未独立重跑，未据此虚构新的验证结论。"
"game-ui-frontend","现代都市","menu","39","36","20","95","true","pre-acceptance-snapshot","false","已评审快照：铝夹票签菜单基本还原，但默认状态对整个组件使用灰度及亮度滤镜。 / 最终接收版：接收版调整了方向键焦点过滤，删除了未被当前分支使用的旧素材；未追加浏览器验收。"
"game-ui-frontend","现代都市","choice","35","38","18","91","true","pre-acceptance-snapshot","false","已评审快照：选项改为较平直的矩形，纸面和折角细节简化；选择流程可用。 / 手机采用横向可滚动的固定比例场景，字号可读，但部分问题、选项或详情需要横向平移才能同时查看。 / 最终接收版：接收版调整了方向键焦点过滤，删除了未被当前分支使用的旧素材；未追加浏览器验收。 / 最终接收版：c04/c05 的选中图片已更改；保留旧快照分数，不凭代码推测改善幅度。"
"game-ui-frontend","现代都市","route","37","38","18","93","true","pre-acceptance-snapshot","false","已评审快照：节点、首图、文字和分支齐全，但框体厚度、状态及箭头比例不同。 / 手机采用横向可滚动的固定比例场景，字号可读，但部分问题、选项或详情需要横向平移才能同时查看。 / 最终接收版：接收版调整了方向键焦点过滤，删除了未被当前分支使用的旧素材；未追加浏览器验收。"
"game-ui-frontend","现代都市","character","34","32","18","84","true","pre-acceptance-snapshot","false","已评审快照：角色和关系正文完整，肖像卡、铝框及右展纸页被简化。 / 已评审快照：鼠标点击收起后，角色会重新展开；Esc 可以收起。所有角色悬停及手机选择可以触发。 / 手机采用横向可滚动的固定比例场景，字号可读，但部分问题、选项或详情需要横向平移才能同时查看。 / 最终接收版：接收版调整了方向键焦点过滤，删除了未被当前分支使用的旧素材；未追加浏览器验收。 / 最终接收版：接收版把 focus 放在收起之前，旧快照的焦点重新展开路径已改变；鼠标布局变化的影响未复测，旧扣分不能视为最终版故障确认。"
"game-ui-frontend","现代都市","ending","36","37","18","91","true","pre-acceptance-snapshot","false","已评审快照：完成横幅及纵向推荐齐全，纸面、铝框与指示灯细节有所改变。 / 手机采用横向可滚动的固定比例场景，字号可读，但部分问题、选项或详情需要横向平移才能同时查看。 / 最终接收版：接收版调整了方向键焦点过滤，删除了未被当前分支使用的旧素材；未追加浏览器验收。 / 最终接收版：接收版附带候选自检记录：155 项中 6 个手机 Ending 弹窗断言失败。属于候选报告，未独立重跑，未据此虚构新的验证结论。"
"game-ui-design","乙游3D","menu","39","40","19","98","true","pre-acceptance-snapshot","false","已评审快照：纸签菜单与底图基本一致，三项导航和悬停可用；手机裁切了封面标题的一部分。 / 最终接收版：接收版包含 app.js、data.js、style.css 及部分路线/推荐图片变更；已登记哈希差异，未追加浏览器验收。 / 最终接收版：六个 Case 手机背景位置改变，旧标题裁切评价不能直接视为最终版事实。"
"game-ui-design","乙游3D","choice","39","39","20","98","true","pre-acceptance-snapshot","false","已评审快照：问题条、纸张、折角及两组选项排布接近原图。 / 最终接收版：接收版包含 app.js、data.js、style.css 及部分路线/推荐图片变更；已登记哈希差异，未追加浏览器验收。"
"game-ui-design","乙游3D","route","38","38","19","95","true","pre-acceptance-snapshot","false","已评审快照：节点标题清楚，选中节点和真实连线可操作，部分边框及连接比例略有差异。 / 已评审快照：手机路线保留横向可滚动画布，五个节点可达，但需要平移查看全图。 / 最终接收版：接收版包含 app.js、data.js、style.css 及部分路线/推荐图片变更；已登记哈希差异，未追加浏览器验收。 / 最终接收版：六个 Case 的首图窗口及手机路线背景改变；c01/c02 框体、c03 普通框与首图、c04/c05 首图图片改变。节点标签和连线逻辑未变；960px 横向画布仍存在。"
"game-ui-design","乙游3D","character","39","34","20","93","true","pre-acceptance-snapshot","false","已评审快照：展开纸页、肖像及名字排布高度接近原图。 / 已评审快照：鼠标点击收起后，指针停在原位会再次展开角色；Esc 可以收起。所有角色悬停及手机选择可以触发。 / 最终接收版：接收版包含 app.js、data.js、style.css 及部分路线/推荐图片变更；已登记哈希差异，未追加浏览器验收。 / 最终接收版：六个 Case 手机卡片改为按素材比例与自动高度布局；桌面事件逻辑未变，收起后原位悬停重新展开仍仅作为历史观察。"
"game-ui-design","乙游3D","ending","39","39","20","98","true","pre-acceptance-snapshot","false","已评审快照：完成横幅、其它结局及推荐条结构接近原图。 / 最终接收版：接收版包含 app.js、data.js、style.css 及部分路线/推荐图片变更；已登记哈希差异，未追加浏览器验收。 / 最终接收版：仅 c01 六张推荐图片调整为 311 × 103；c02-c06 Ending 没有相关实现变更。"
"game-ui-design","写实古风","menu","39","40","19","98","true","pre-acceptance-snapshot","false","已评审快照：木质箭头与玉石端头还原较完整；手机封面标题有裁切。 / 最终接收版：接收版包含 app.js、data.js、style.css 及部分路线/推荐图片变更；已登记哈希差异，未追加浏览器验收。 / 最终接收版：六个 Case 手机背景位置改变，旧标题裁切评价不能直接视为最终版事实。"
"game-ui-design","写实古风","choice","38","39","20","97","true","pre-acceptance-snapshot","false","已评审快照：题签和玉石选项接近，左选项外缘及比例略有差异。 / 最终接收版：接收版包含 app.js、data.js、style.css 及部分路线/推荐图片变更；已登记哈希差异，未追加浏览器验收。"
"game-ui-design","写实古风","route","38","39","19","96","true","pre-acceptance-snapshot","false","已评审快照：五个透明节点与分支接近，节点和连线均可选择。 / 已评审快照：手机路线保留横向可滚动画布，五个节点可达，但需要平移查看全图。 / 最终接收版：接收版包含 app.js、data.js、style.css 及部分路线/推荐图片变更；已登记哈希差异，未追加浏览器验收。 / 最终接收版：六个 Case 的首图窗口及手机路线背景改变；c01/c02 框体、c03 普通框与首图、c04/c05 首图图片改变。节点标签和连线逻辑未变；960px 横向画布仍存在。"
"game-ui-design","写实古风","character","39","34","20","93","true","pre-acceptance-snapshot","false","已评审快照：人物书页、肖像与关系说明排版接近原图。 / 已评审快照：鼠标点击收起后，指针停在原位会再次展开角色；Esc 可以收起。所有角色悬停及手机选择可以触发。 / 最终接收版：接收版包含 app.js、data.js、style.css 及部分路线/推荐图片变更；已登记哈希差异，未追加浏览器验收。 / 最终接收版：六个 Case 手机卡片改为按素材比例与自动高度布局；桌面事件逻辑未变，收起后原位悬停重新展开仍仅作为历史观察。"
"game-ui-design","写实古风","ending","39","39","20","98","true","pre-acceptance-snapshot","false","已评审快照：横幅与纵向推荐列表的材质、层级较完整。 / 最终接收版：接收版包含 app.js、data.js、style.css 及部分路线/推荐图片变更；已登记哈希差异，未追加浏览器验收。 / 最终接收版：仅 c01 六张推荐图片调整为 311 × 103；c02-c06 Ending 没有相关实现变更。"
"game-ui-design","半写实真人","menu","39","40","19","98","true","pre-acceptance-snapshot","false","已评审快照：铅笔纸片菜单接近原图；手机封面标题有裁切。 / 最终接收版：接收版包含 app.js、data.js、style.css 及部分路线/推荐图片变更；已登记哈希差异，未追加浏览器验收。 / 最终接收版：六个 Case 手机背景位置改变，旧标题裁切评价不能直接视为最终版事实。"
"game-ui-design","半写实真人","choice","39","39","18","96","true","pre-acceptance-snapshot","false","已评审快照：桌面题签与底部选项接近；手机题签文字受到横向拉伸影响。 / 最终接收版：接收版包含 app.js、data.js、style.css 及部分路线/推荐图片变更；已登记哈希差异，未追加浏览器验收。"
"game-ui-design","半写实真人","route","36","38","19","93","true","pre-acceptance-snapshot","false","已评审快照：节点标题和局部金属边框比例有偏差，选中框边缘有少量彩色杂点。 / 已评审快照：手机路线保留横向可滚动画布，五个节点可达，但需要平移查看全图。 / 最终接收版：接收版包含 app.js、data.js、style.css 及部分路线/推荐图片变更；已登记哈希差异，未追加浏览器验收。 / 最终接收版：六个 Case 的首图窗口及手机路线背景改变；c01/c02 框体、c03 普通框与首图、c04/c05 首图图片改变。节点标签和连线逻辑未变；960px 横向画布仍存在。"
"game-ui-design","半写实真人","character","39","34","20","93","true","pre-acceptance-snapshot","false","已评审快照：四位角色、金属夹与展开页接近原图，手机纵向展开可读。 / 已评审快照：鼠标点击收起后，指针停在原位会再次展开角色；Esc 可以收起。所有角色悬停及手机选择可以触发。 / 最终接收版：接收版包含 app.js、data.js、style.css 及部分路线/推荐图片变更；已登记哈希差异，未追加浏览器验收。 / 最终接收版：六个 Case 手机卡片改为按素材比例与自动高度布局；桌面事件逻辑未变，收起后原位悬停重新展开仍仅作为历史观察。"
"game-ui-design","半写实真人","ending","38","39","20","97","true","pre-acceptance-snapshot","false","已评审快照：完成提示与推荐卡基本完整，局部框线及对齐略有差异。 / 最终接收版：接收版包含 app.js、data.js、style.css 及部分路线/推荐图片变更；已登记哈希差异，未追加浏览器验收。 / 最终接收版：仅 c01 六张推荐图片调整为 311 × 103；c02-c06 Ending 没有相关实现变更。"
"game-ui-design","国漫3D","menu","39","40","19","98","true","pre-acceptance-snapshot","false","已评审快照：三个青瓷按钮完整可见，菜单接近原图；手机封面标题有裁切。 / 最终接收版：接收版包含 app.js、data.js、style.css 及部分路线/推荐图片变更；已登记哈希差异，未追加浏览器验收。 / 最终接收版：六个 Case 手机背景位置改变，旧标题裁切评价不能直接视为最终版事实。"
"game-ui-design","国漫3D","choice","37","39","17","93","true","pre-acceptance-snapshot","false","已评审快照：选择组件接近原图，但桌面右上工具栏遮住问题条的部分区域。 / 最终接收版：接收版包含 app.js、data.js、style.css 及部分路线/推荐图片变更；已登记哈希差异，未追加浏览器验收。"
"game-ui-design","国漫3D","route","37","38","19","94","true","pre-acceptance-snapshot","false","已评审快照：路线分支、节点及状态完整，首图和部分框体、线条细节有所不同。 / 已评审快照：手机路线保留横向可滚动画布，五个节点可达，但需要平移查看全图。 / 最终接收版：接收版包含 app.js、data.js、style.css 及部分路线/推荐图片变更；已登记哈希差异，未追加浏览器验收。 / 最终接收版：六个 Case 的首图窗口及手机路线背景改变；c01/c02 框体、c03 普通框与首图、c04/c05 首图图片改变。节点标签和连线逻辑未变；960px 横向画布仍存在。"
"game-ui-design","国漫3D","character","39","34","20","93","true","pre-acceptance-snapshot","false","已评审快照：拱形肖像、青瓷展开页与说明层级接近原图。 / 已评审快照：鼠标点击收起后，指针停在原位会再次展开角色；Esc 可以收起。所有角色悬停及手机选择可以触发。 / 最终接收版：接收版包含 app.js、data.js、style.css 及部分路线/推荐图片变更；已登记哈希差异，未追加浏览器验收。 / 最终接收版：六个 Case 手机卡片改为按素材比例与自动高度布局；桌面事件逻辑未变，收起后原位悬停重新展开仍仅作为历史观察。"
"game-ui-design","国漫3D","ending","39","39","20","98","true","pre-acceptance-snapshot","false","已评审快照：完成提示、其它结局和推荐卡布局接近原图。 / 最终接收版：接收版包含 app.js、data.js、style.css 及部分路线/推荐图片变更；已登记哈希差异，未追加浏览器验收。 / 最终接收版：仅 c01 六张推荐图片调整为 311 × 103；c02-c06 Ending 没有相关实现变更。"
"game-ui-design","复古港风","menu","39","40","19","98","true","pre-acceptance-snapshot","false","已评审快照：磁带票签和右侧菜单接近原图；手机封面标题有裁切。 / 最终接收版：接收版包含 app.js、data.js、style.css 及部分路线/推荐图片变更；已登记哈希差异，未追加浏览器验收。 / 最终接收版：六个 Case 手机背景位置改变，旧标题裁切评价不能直接视为最终版事实。"
"game-ui-design","复古港风","choice","39","39","20","98","true","pre-acceptance-snapshot","false","已评审快照：底部问题条和斜角选项的形状、纸张比例接近原图。 / 最终接收版：接收版包含 app.js、data.js、style.css 及部分路线/推荐图片变更；已登记哈希差异，未追加浏览器验收。"
"game-ui-design","复古港风","route","36","38","19","93","true","pre-acceptance-snapshot","false","已评审快照：路线标题清楚，但首图、节点内部比例及选中连线细节存在差异。 / 已评审快照：手机路线保留横向可滚动画布，五个节点可达，但需要平移查看全图。 / 最终接收版：接收版包含 app.js、data.js、style.css 及部分路线/推荐图片变更；已登记哈希差异，未追加浏览器验收。 / 最终接收版：六个 Case 的首图窗口及手机路线背景改变；c01/c02 框体、c03 普通框与首图、c04/c05 首图图片改变。节点标签和连线逻辑未变；960px 横向画布仍存在。"
"game-ui-design","复古港风","character","39","34","20","93","true","pre-acceptance-snapshot","false","已评审快照：书页展开、角色卡及正文排版接近原图。 / 已评审快照：鼠标点击收起后，指针停在原位会再次展开角色；Esc 可以收起。所有角色悬停及手机选择可以触发。 / 最终接收版：接收版包含 app.js、data.js、style.css 及部分路线/推荐图片变更；已登记哈希差异，未追加浏览器验收。 / 最终接收版：六个 Case 手机卡片改为按素材比例与自动高度布局；桌面事件逻辑未变，收起后原位悬停重新展开仍仅作为历史观察。"
"game-ui-design","复古港风","ending","39","39","20","98","true","pre-acceptance-snapshot","false","已评审快照：完成横幅与推荐卡的形状和位置接近原图。 / 最终接收版：接收版包含 app.js、data.js、style.css 及部分路线/推荐图片变更；已登记哈希差异，未追加浏览器验收。 / 最终接收版：仅 c01 六张推荐图片调整为 311 × 103；c02-c06 Ending 没有相关实现变更。"
"game-ui-design","现代都市","menu","39","40","19","98","true","pre-acceptance-snapshot","false","已评审快照：铝夹票签菜单位置和字重接近原图；手机封面标题有裁切。 / 最终接收版：接收版包含 app.js、data.js、style.css 及部分路线/推荐图片变更；已登记哈希差异，未追加浏览器验收。 / 最终接收版：六个 Case 手机背景位置改变，旧标题裁切评价不能直接视为最终版事实。"
"game-ui-design","现代都市","choice","39","39","20","98","true","pre-acceptance-snapshot","false","已评审快照：纸片折角与题签较完整，选择、返回和继续可用。 / 最终接收版：接收版包含 app.js、data.js、style.css 及部分路线/推荐图片变更；已登记哈希差异，未追加浏览器验收。"
"game-ui-design","现代都市","route","38","39","19","96","true","pre-acceptance-snapshot","false","已评审快照：节点标题清楚，灰绿框体和真实分支完整，局部边缘及比例略有差异。 / 已评审快照：手机路线保留横向可滚动画布，五个节点可达，但需要平移查看全图。 / 最终接收版：接收版包含 app.js、data.js、style.css 及部分路线/推荐图片变更；已登记哈希差异，未追加浏览器验收。 / 最终接收版：六个 Case 的首图窗口及手机路线背景改变；c01/c02 框体、c03 普通框与首图、c04/c05 首图图片改变。节点标签和连线逻辑未变；960px 横向画布仍存在。"
"game-ui-design","现代都市","character","39","34","20","93","true","pre-acceptance-snapshot","false","已评审快照：灰绿角色卡、关系文字及右展纸页接近原图。 / 已评审快照：鼠标点击收起后，指针停在原位会再次展开角色；Esc 可以收起。所有角色悬停及手机选择可以触发。 / 最终接收版：接收版包含 app.js、data.js、style.css 及部分路线/推荐图片变更；已登记哈希差异，未追加浏览器验收。 / 最终接收版：六个 Case 手机卡片改为按素材比例与自动高度布局；桌面事件逻辑未变，收起后原位悬停重新展开仍仅作为历史观察。"
"game-ui-design","现代都市","ending","39","39","20","98","true","pre-acceptance-snapshot","false","已评审快照：完成横幅和纵向推荐的层级与材质接近原图。 / 最终接收版：接收版包含 app.js、data.js、style.css 及部分路线/推荐图片变更；已登记哈希差异，未追加浏览器验收。 / 最终接收版：仅 c01 六张推荐图片调整为 311 × 103；c02-c06 Ending 没有相关实现变更。"
"game-ui-ux","乙游3D","menu","39","40","20","99","true","pre-acceptance-snapshot","false","已评审快照：菜单主体接近原图，三项入口可用，手机保留完整标题。 / 最终接收版：接收版 styles.css 已改变：c01 推荐状态点、c04/c05 展开页材质和手机文字换行。旧截图不是该接收版的重新验证。"
"game-ui-ux","乙游3D","choice","38","38","19","95","true","pre-acceptance-snapshot","false","已评审快照：问题条与纸片选项接近，局部边缘、选中材料及阴影有差异。 / 最终接收版：接收版 styles.css 已改变：c01 推荐状态点、c04/c05 展开页材质和手机文字换行。旧截图不是该接收版的重新验证。"
"game-ui-ux","乙游3D","route","37","37","20","94","true","pre-acceptance-snapshot","false","已评审快照：节点与分支齐全，箭头和节点状态比例略有偏差。 / 最终接收版：接收版 styles.css 已改变：c01 推荐状态点、c04/c05 展开页材质和手机文字换行。旧截图不是该接收版的重新验证。"
"game-ui-ux","乙游3D","character","35","28","18","81","true","pre-acceptance-snapshot","false","已评审快照：肖像和名字栏在展开时改变宽度，未完全保持原 Board 的固定左栏；手机首次轻触林澄或周叙会仍处于收起状态，第二次才展开。 / 最终接收版：接收版 styles.css 已改变：c01 推荐状态点、c04/c05 展开页材质和手机文字换行。旧截图不是该接收版的重新验证。 / 最终接收版：c04/c05 展开页改用 detail-skin.png；旧快照的重复纹理问题不能直接标为最终版缺陷。"
"game-ui-ux","乙游3D","ending","38","38","20","96","true","pre-acceptance-snapshot","false","已评审快照：完成横幅及三张推荐接近原图，局部纸框比例和悬停阴影有所不同。 / 最终接收版：接收版 styles.css 已改变：c01 推荐状态点、c04/c05 展开页材质和手机文字换行。旧截图不是该接收版的重新验证。"
"game-ui-ux","写实古风","menu","39","40","20","99","true","pre-acceptance-snapshot","false","已评审快照：木质菜单和玉石端头接近原图，手机标题完整。 / 最终接收版：接收版 styles.css 已改变：c01 推荐状态点、c04/c05 展开页材质和手机文字换行。旧截图不是该接收版的重新验证。"
